"scientificName","taxonKey","rank","taxonomicStatus","kingdom","includes","gbifKey"
"Polystichum luctuosum",4046493,"SPECIES","ACCEPTED","Plantae","2651108: Polystichum tsus-simense (Hook.) J.Sm.",152547218
"Polystichum munitum",2651122,"SPECIES","ACCEPTED","Plantae","2651122: Polystichum munitum (Kaulf.) C.Presl",NA
"Polystichum polyblepharum",7158449,"SPECIES","ACCEPTED","Plantae","7158449: Polystichum polyblepharum (Roem. ex Kunze) C.Presl",152547217
"Polytelis anthopeplus",2479498,"SPECIES","ACCEPTED","Animalia","2479498: Polytelis anthopeplus (Lear, 1831)",159747409
"Polytelis swainsonii",2479501,"SPECIES","ACCEPTED","Animalia","2479501: Polytelis swainsonii (Desmarest, 1826)",159747410
"Pontastacus leptodactylus",8946295,"SPECIES","ACCEPTED","Animalia","4417551: Astacus leptodactylus Eschscholtz, 1823 | 8946295: Pontastacus leptodactylus (Eschscholtz, 1823)",154367787
"Pontederia cordata",2766030,"SPECIES","ACCEPTED","Plantae","2766030: Pontederia cordata L.",152546732
"Ponticola kessleri",4285968,"SPECIES","ACCEPTED","Animalia","2379062: Neogobius kessleri (Günther, 1861) | 4285968: Ponticola kessleri (Günther, 1861)",152543421
"Populus alba",3040233,"SPECIES","ACCEPTED","Plantae","3040233: Populus alba L.",152546475
"Populus balsamifera",3040184,"SPECIES","ACCEPTED","Plantae","6362904: Populus trichocarpa Torr. & A.Gray ex Hook. | 3040184: Populus balsamifera L. | 7554126: Populus balsamifera Lyall | 3806052: Populus balsamifera subsp. trichocarpa (Torr. & A.Gray) Brayshaw",152546472
"Populus canadensis",NA,NA,NA,NA,NA,152546471
"Populus canescens",NA,NA,NA,NA,NA,152546473
"Populus deltoides",3040232,"SPECIES","ACCEPTED","Plantae","3040232: Populus deltoides W.Bartram ex Marshall",152546474
"Populus jackii",NA,NA,NA,NA,NA,159748791
"Populus ×canadensis",8190077,"SPECIES","ACCEPTED","Plantae","8190077: Populus ×canadensis Moench | 3040205: Populus canadensis Castigl.",NA
"Populus ×canescens",3040185,"SPECIES","ACCEPTED","Plantae","3040185: Populus ×canescens (Aiton) Sm.",NA
"Populus ×jackii",3040241,"SPECIES","ACCEPTED","Plantae","3040241: Populus ×jackii Sarg. | 3040245: Populus ×generosa A.Henry",NA
"Porphyrio porphyrio",2474416,"SPECIES","ACCEPTED","Animalia","5739284: Porphyrio poliocephalus (Latham, 1801)",159747487
"Portulaca cypria",NA,NA,NA,NA,NA,152546013
"Portulaca grandiflora",3084700,"SPECIES","ACCEPTED","Plantae","3084700: Portulaca grandiflora Hook.",152546015
"Portulaca granulatostellulata",4023278,"SPECIES","ACCEPTED","Plantae","4023278: Portulaca granulatostellulata (Poelln.) Ricceri & Arrigoni",152546011
"Portulaca nitida",NA,NA,NA,NA,NA,152546010
"Portulaca oleracea",3084719,"SPECIES","ACCEPTED","Plantae","3084719: Portulaca oleracea L. | 6388110: Portulaca oleracea subsp. oleracea",152546014
"Portulaca sativa",4021919,"SPECIES","ACCEPTED","Plantae","4021919: Portulaca sativa Haw. | 7643669: Portulaca oleracea subsp. sativa (Haw.) Celak.",152546012
"Portulaca trituberculata",NA,NA,NA,NA,NA,152546009
"Potamocorbula amurensis",2288926,"SPECIES","ACCEPTED","Animalia","2288926: Potamocorbula amurensis (Schrenck, 1861)",NA
"Potamopyrgus antipodarum",5192470,"SPECIES","ACCEPTED","Animalia","5192470: Potamopyrgus antipodarum (Gray, 1843) | 5725386: Potamopyrgus jenkinsi (E.A.Smith, 1889)",NA
"Potamothrix heuscheri",NA,NA,NA,NA,NA,152543692
"Potamothrix moldaviensis",2308609,"SPECIES","ACCEPTED","Animalia","2308609: Potamothrix moldaviensis Vejdovský & Mrázek, 1903",NA
"Potamothrix vejdovskyi",NA,NA,NA,NA,NA,152543695
"Potentilla inclinata",5365888,"SPECIES","ACCEPTED","Plantae","5365888: Potentilla inclinata Vill.",152544806
"Potentilla indica",5365717,"SPECIES","ACCEPTED","Plantae","5365717: Potentilla indica (Andr.) Wolf | 3031919: Duchesnea indica (Andr.) Focke",152544801
"Potentilla intermedia",5365705,"SPECIES","ACCEPTED","Plantae","5365705: Potentilla intermedia L.",152544809
"Potentilla montana",5366327,"SPECIES","ACCEPTED","Plantae","5366327: Potentilla montana Brot.",152544807
"Potentilla nepalensis",5367214,"SPECIES","ACCEPTED","Plantae","5367214: Potentilla nepalensis Hook.",152544805
"Potentilla norvegica",5365305,"SPECIES","ACCEPTED","Plantae","5365305: Potentilla norvegica L. | 5365321: Potentilla norvegica subsp. monspeliensis (L.) Asch. & Graebn. | 8042863: Potentilla norvegica var. norvegica | 5365312: Potentilla norvegica subsp. hirsuta (Michx.) Hyl.",152544808
"Potentilla recta",7272439,"SUBSPECIES","ACCEPTED","Plantae","7272439: Potentilla recta subsp. recta",NA
"Potentilla recta",8358048,"SUBSPECIES","ACCEPTED","Plantae","8358048: Potentilla recta subsp. obscura (Willd.) Arcang.",NA
"Potentilla recta obscura",NA,NA,NA,NA,NA,152544802
"Potentilla recta recta",NA,NA,NA,NA,NA,152544803
"Potentilla rivalis",5367186,"SPECIES","ACCEPTED","Plantae","5367186: Potentilla rivalis Nutt. ex Torr. & A.Gray",152544804
"Potentilla supina",8045533,"SUBSPECIES","ACCEPTED","Plantae","8045533: Potentilla supina subsp. costata Soják",NA
"Potentilla supina costata",NA,NA,NA,NA,NA,152544800
"Prenanthes purpurea",3090783,"SPECIES","ACCEPTED","Plantae","3090783: Prenanthes purpurea L.",NA
"Primula denticulata",5641274,"SPECIES","ACCEPTED","Plantae","5641274: Primula denticulata Sm.",152545817
"Primula florindae",5640518,"SPECIES","ACCEPTED","Plantae","5640518: Primula florindae Kingdon-Ward",152545816
"Proasellus coxalis",2205951,"SPECIES","ACCEPTED","Animalia","2205951: Proasellus coxalis (Dollfus, 1892)",152543924
"Proasellus meridianus",2206086,"SPECIES","DOUBTFUL","Animalia","2206086: Proasellus meridianus (Racovitza, 1919) | 11110385: Asellus meridianus Racovitza, 1919",NA
"Proboscidea louisianica",5415100,"SPECIES","ACCEPTED","Plantae","5415100: Proboscidea louisianica (Mill.) Thell.",152545598
"Procambarus clarkii",2227300,"SPECIES","ACCEPTED","Animalia","2227300: Procambarus clarkii (Girard, 1852)",152543866
"Procyon cancrivorus",NA,NA,NA,NA,NA,152543327
"Procyon lotor",5218786,"SPECIES","ACCEPTED","Animalia","5218786: Procyon lotor (Linnaeus, 1758)",152543329
"Prokelisia marginata",2053954,"SPECIES","ACCEPTED","Animalia","2053954: Prokelisia marginata (Van Duzee, 1897)",159748251
"Proterorhinus semilunaris",2379245,"SPECIES","ACCEPTED","Animalia","2379245: Proterorhinus semilunaris (Heckel, 1837)",152543436
"Prunus armeniaca",7818643,"SPECIES","ACCEPTED","Plantae","7818643: Prunus armeniaca L.",152544896
"Prunus avium",NA,NA,NA,NA,NA,152544780
"Prunus cerasifera",3021730,"SPECIES","ACCEPTED","Plantae","3021730: Prunus cerasifera Ehrh. | 8211558: Prunus cerasifera var. pissardii (Carrière) L.H.Bailey | 7272186: Prunus cerasifera var. cerasifera | 6712231: Prunus cerasifera var. pissardii (Carrière) C.K.Schneid., 1906",152544901
"Prunus cerasus",3021922,"SPECIES","ACCEPTED","Plantae","3021922: Prunus cerasus L.",NA
"Prunus domestica",6369140,"SUBSPECIES","ACCEPTED","Plantae","6369140: Prunus domestica subsp. domestica",NA
"Prunus domestica domestica",NA,NA,NA,NA,NA,152544898
"Prunus fruticans",NA,NA,NA,NA,NA,152544904
"Prunus laurocerasus",3021496,"SPECIES","ACCEPTED","Plantae","3021496: Prunus laurocerasus L.",152544902
"Prunus lusitanica",3020871,"SPECIES","ACCEPTED","Plantae","3020871: Prunus lusitanica L.",152544903
"Prunus serotina",3021850,"SPECIES","ACCEPTED","Plantae","3021850: Prunus serotina Ehrh.",152544899
"Prunus serotina",3021850,"SPECIES","ACCEPTED","Plantae","3021850: Prunus serotina Ehrh.",152544900
"Prunus tomentosa",3020838,"SPECIES","ACCEPTED","Plantae","3020838: Prunus tomentosa Thunb.",NA
"Prunus virginiana",3022668,"SPECIES","ACCEPTED","Plantae","3022668: Prunus virginiana L.",NA
"Prunus ×fruticans",3022203,"SPECIES","ACCEPTED","Plantae","3022203: Prunus ×fruticans Weihe",NA
"Psammoryctides moravicus",4410056,"SPECIES","ACCEPTED","Animalia","4410056: Psammoryctides moravicus (Hrabĕ, 1934)",152543682
"Psephellus dealbatus",NA,NA,NA,NA,NA,152543908
"Psephotus haematonotus",2480089,"SPECIES","ACCEPTED","Animalia","2480089: Psephotus haematonotus (Gould, 1838)",159747404
"Pseudagrion microcephalum",NA,NA,NA,NA,NA,152544412
"Pseudemys concinna",8898408,"SPECIES","ACCEPTED","Animalia","8898408: Pseudemys concinna (Le Conte, 1830) | 7190904: Pseudemys concinna concinna",NA
"Pseudemys nelsoni",2442843,"SPECIES","ACCEPTED","Animalia","2442843: Pseudemys nelsoni Carr, 1938",NA
"Pseudofumaria alba",7315063,"SPECIES","ACCEPTED","Plantae","7315063: Pseudofumaria alba (Mill.) Lidén | 3602797: Pseudofumaria alba subsp. acaulis (Wulfen) Lidén",152546407
"Pseudofumaria lutea",2888513,"SPECIES","ACCEPTED","Plantae","2888513: Pseudofumaria lutea (L.) Borkh. | 5334195: Corydalis lutea (L.) DC.",152546408
"Pseudomuscari azureum",2769620,"SPECIES","ACCEPTED","Plantae","2769622: Muscari azureum Fenzl",NA
"Pseudorasbora parva",2362868,"SPECIES","ACCEPTED","Animalia","2362868: Pseudorasbora parva (Temminck & Schlegel, 1846)",152543546
"Pseudosasa japonica",2706209,"SPECIES","DOUBTFUL","Plantae","2706209: Pseudosasa japonica (Siebold & Zucc. ex Steud.) Makino",152547108
"Pseudotsuga menziesii",2685796,"SPECIES","ACCEPTED","Plantae","2685796: Pseudotsuga menziesii (Mirb.) Franco | 2685825: Pseudotsuga menziesii var. glauca (Beissn.) Franco",152546519
"Pseudoturritis turrita",3042086,"SPECIES","ACCEPTED","Plantae","5373604: Arabis turrita L. | 3042086: Pseudoturritis turrita (L.) Al-Shehbaz",NA
"Psittacula alexandri",NA,NA,NA,NA,NA,159747373
"Psittacula cyanocephala",5229044,"SPECIES","ACCEPTED","Animalia","5229044: Psittacula cyanocephala (Linnaeus, 1766)",159747374
"Psittacula derbiana",NA,NA,NA,NA,NA,159747376
"Psittacula eupatria",5229055,"SPECIES","ACCEPTED","Animalia","5229055: Psittacula eupatria (Linnaeus, 1766)",159747377
"Psittacula krameri",2479226,"SPECIES","ACCEPTED","Animalia","2479226: Psittacula krameri (Scopoli, 1769)",159747378
"Psittacus erithacus",2480181,"SPECIES","ACCEPTED","Animalia","2480181: Psittacus erithacus Linnaeus, 1758",159747401
"Psoquilla marginepunctata",NA,NA,NA,NA,NA,152544607
"Psyllipsocus ramburii",1031737,"SPECIES","ACCEPTED","Animalia","1031737: Psyllipsocus ramburii Selys-Longchamps, 1872",152544603
"Ptelea trifoliata",3190411,"SPECIES","ACCEPTED","Plantae","3190411: Ptelea trifoliata L.",152543334
"Pteris cretica",5275404,"SPECIES","ACCEPTED","Plantae","5275404: Pteris cretica L.",152547205
"Pteris multifida",5275415,"SPECIES","ACCEPTED","Plantae","5275415: Pteris multifida Poir.",152547204
"Pteris vittata",NA,NA,NA,NA,NA,152547203
"Pteronetta hartlaubii",NA,NA,NA,NA,NA,159747111
"Pterostyrax hispidus",3646556,"SPECIES","ACCEPTED","Plantae","3646556: Pterostyrax hispidus Siebold & Zucc.",152545810
"Puccinia grisea",NA,NA,NA,NA,NA,152543179
"Puccinia komarovii",2514972,"SPECIES","DOUBTFUL","Fungi","2514972: Puccinia komarovii Tranzschel",152543185
"Puccinia oxalidis",2515351,"SPECIES","ACCEPTED","Fungi","2515351: Puccinia oxalidis Dietel & Ellis",152543181
"Puccinia sorghi",NA,NA,NA,NA,NA,152543187
"Pulicaria arabica",6076957,"SUBSPECIES","ACCEPTED","Plantae","6076957: Pulicaria arabica subsp. hispanica (Boiss.) Murb. | 3095595: Pulicaria paludosa Link",NA
"Pulmonaria longifolia",7294681,"SPECIES","ACCEPTED","Plantae","7294681: Pulmonaria longifolia (Bastard) Boreau",152545498
"Pulmonaria mollis",7958783,"SPECIES","ACCEPTED","Plantae","7958783: Pulmonaria mollis Hornem.",NA
"Pulmonaria officinalis",5341204,"SPECIES","ACCEPTED","Plantae","5341204: Pulmonaria officinalis L.",152545501
"Pulmonaria rubra",5660450,"SPECIES","ACCEPTED","Plantae","5660450: Pulmonaria rubra Schott",152545499
"Pulmonaria saccharata",5341203,"SPECIES","ACCEPTED","Plantae","5341203: Pulmonaria saccharata Mill.",152545500
"Puschkinia scilloides",2767428,"SPECIES","ACCEPTED","Plantae","2767428: Puschkinia scilloides Adams",NA
"Pycnonotus barbatus",NA,NA,NA,NA,NA,159747229
"Pycnonotus cafer",2486131,"SPECIES","ACCEPTED","Animalia","2486131: Pycnonotus cafer (Linnaeus, 1766)",159747228
"Pycnonotus jocosus",2486151,"SPECIES","ACCEPTED","Animalia","2486151: Pycnonotus jocosus (Linnaeus, 1758)",159747232
"Pycnonotus leucotis",2486132,"SPECIES","ACCEPTED","Animalia","2486132: Pycnonotus leucotis (Gould, 1836)",159747230
"Pyracantha coccinea",NA,NA,NA,NA,NA,152544782
"Pyrrhula erythaca",NA,NA,NA,NA,NA,159747216
"Pyrrhura perlata",NA,NA,NA,NA,NA,159747422
"Pyrus communis",7271631,"SUBSPECIES","ACCEPTED","Plantae","7271631: Pyrus communis subsp. communis",NA
"Pyrus communis communis",NA,NA,NA,NA,NA,152544786
"Python regius",2465380,"SPECIES","ACCEPTED","Animalia","2465380: Python regius (Shaw, 1802)",NA
"Quercus cerris",2880580,"SPECIES","ACCEPTED","Plantae","2880580: Quercus cerris L.",152546173
"Quercus frainetto",2879504,"SPECIES","ACCEPTED","Plantae","2879504: Quercus frainetto Ten.",152546171
"Quercus ilex",2879098,"SPECIES","ACCEPTED","Plantae","2879098: Quercus ilex L.",152546170
"Quercus palustris",8313153,"SPECIES","ACCEPTED","Plantae","8313153: Quercus palustris Münchh.",152546169
"Quercus rubra",2880539,"SPECIES","ACCEPTED","Plantae","2880539: Quercus rubra L.",152546172
"Quiscalus major",2484133,"SPECIES","ACCEPTED","Animalia","2484133: Quiscalus major Vieillot, 1819",159747343
"Quiscalus quiscula",2484155,"SPECIES","ACCEPTED","Animalia","2484155: Quiscalus quiscula (Linnaeus, 1758)",159747342
"Quistadrilus multisetosus",4410088,"SPECIES","ACCEPTED","Animalia","4410088: Quistadrilus multisetosus (Smith, 1900)",152543676
"Rangia cuneata",5188971,"SPECIES","ACCEPTED","Animalia","5188971: Rangia cuneata (G.B.Sowerby I, 1832)",152543787
"Ranunculus gramineus",3927790,"SPECIES","ACCEPTED","Plantae","3927790: Ranunculus gramineus L.",NA
"Ranunculus marginatus",3033396,"SPECIES","ACCEPTED","Plantae","3033396: Ranunculus marginatus d'Urv.",152546335
"Ranunculus muricatus",3033318,"SPECIES","ACCEPTED","Plantae","3033318: Ranunculus muricatus L.",NA
"Ranunculus parviflorus",3033434,"SPECIES","ACCEPTED","Plantae","3033434: Ranunculus parviflorus L.",152546336
"Ranunculus pensylvanicus",7823272,"SPECIES","ACCEPTED","Plantae","7823272: Ranunculus pensylvanicus L.fil.",152546330
"Ranunculus trilobus",3033460,"SPECIES","ACCEPTED","Plantae","3033460: Ranunculus trilobus Desf.",152546334
"Rapana venosa",4363583,"SPECIES","ACCEPTED","Animalia","4363583: Rapana venosa (Valenciennes, 1846)",152543560
"Raphanus raphanistrum",3040999,"SUBSPECIES","ACCEPTED","Plantae","3040999: Raphanus raphanistrum subsp. landra (Moretti ex DC.) Bonnier & Layens",NA
"Raphanus raphanistrum landra",NA,NA,NA,NA,NA,152545400
"Raphanus sativus",7678610,"SPECIES","ACCEPTED","Plantae","7678610: Raphanus sativus L. | 4928064: Raphanus sativus var. oleiformis Pers. | 3040973: Raphanus sativus var. niger (Mill.) J.Kern.",152545399
"Rapistrum perenne",5373365,"SPECIES","ACCEPTED","Plantae","5373365: Rapistrum perenne (L.) All.",152545342
"Rapistrum rugosum",5373368,"SPECIES","ACCEPTED","Plantae","5373368: Rapistrum rugosum (L.) All. | 5373370: Rapistrum rugosum subsp. orientale (L.) Arcang. | 5373377: Rapistrum rugosum subsp. rugosum | 5373375: Rapistrum rugosum subsp. linnaeanum Rouy & Foucaud",152545341
"Rattus norvegicus",2439261,"SPECIES","ACCEPTED","Animalia","2439261: Rattus norvegicus (Berkenhout, 1769)",152543293
"Reductoniscus costulatus",NA,NA,NA,NA,NA,152543911
"Reseda alba",3040254,"SPECIES","ACCEPTED","Plantae","3040254: Reseda alba L.",152545473
"Reseda odorata",3040255,"SPECIES","ACCEPTED","Plantae","3040255: Reseda odorata L.",152545474
"Reseda phyteuma",3040253,"SPECIES","ACCEPTED","Plantae","3040253: Reseda phyteuma L.",152545472
"Reynoutria bohemica",NA,NA,NA,NA,NA,152546128
"Reynoutria japonica",2889173,"SPECIES","ACCEPTED","Plantae","2889173: Reynoutria japonica Houtt. | 5334357: Fallopia japonica (Houtt.) Ronse Decr. | 7128523: Fallopia japonica var. japonica | 5334352: Polygonum cuspidatum Siebold & Zucc.",152546129
"Reynoutria sachalinensis",2889088,"SPECIES","ACCEPTED","Plantae","5334293: Fallopia sachalinensis (F.Schmidt) Ronse Decr. | 2889088: Reynoutria sachalinensis (F.Schmidt) Nakai",152546130
"Reynoutria ×bohemica",4038485,"SPECIES","ACCEPTED","Plantae","5652296: Fallopia ×bohemica (Chrtek & Chrtková) J.P.Bailey | 4038485: Reynoutria ×bohemica Chrtek & Chrtková",NA
"Rhagadiolus stellatus",5399550,"SPECIES","ACCEPTED","Plantae","5399550: Rhagadiolus stellatus (L.) Gaertn.",152543823
"Rhaponticum repens",3142208,"SPECIES","ACCEPTED","Plantae","3142209: Centaurea repens L.",152543939
"Rhea americana",2495165,"SPECIES","ACCEPTED","Animalia","2495165: Rhea americana (Linnaeus, 1758)",159746945
"Rheum rhabarbarum",2888867,"SPECIES","ACCEPTED","Plantae","2888867: Rheum rhabarbarum L.",152546134
"Rhinella marina",NA,NA,NA,NA,NA,152543377
"Rhithropanopeus harrisii",2227663,"SPECIES","ACCEPTED","Animalia","2227663: Rhithropanopeus harrisii (Gould, 1841)",152543849
"Rhododendron luteum",7135755,"SPECIES","ACCEPTED","Plantae","7135755: Rhododendron luteum Sweet",152545850
"Rhododendron ponticum",7327990,"SPECIES","ACCEPTED","Plantae","7327990: Rhododendron ponticum L.",152545851
"Rhodospiza obsoleta",NA,NA,NA,NA,NA,159747219
"Rhodotypos scandens",3032442,"SPECIES","ACCEPTED","Plantae","3032442: Rhodotypos scandens (Thunb.) Makino",152544859
"Rhus pulvinata",NA,NA,NA,NA,NA,152543306
"Rhus typhina",3190538,"SPECIES","ACCEPTED","Plantae","3190538: Rhus typhina L. | 3190535: Rhus hirta (L.) Südw.",152543305
"Rhus ×pulvinata",3190551,"SPECIES","ACCEPTED","Plantae","3190551: Rhus ×pulvinata Greene",NA
"Rhyzobius forestieri",4990176,"SPECIES","ACCEPTED","Animalia","4990176: Rhyzobius forestieri (Mulsant, 1853)",152544563
"Rhyzobius lophanthae",NA,NA,NA,NA,NA,152544561
"Ribes alpinum",2986184,"SPECIES","ACCEPTED","Plantae","2986184: Ribes alpinum L.",152544730
"Ribes divaricatum",2986132,"SPECIES","ACCEPTED","Plantae","2986132: Ribes divaricatum Douglas",152544728
"Ribes sanguineum",2986130,"SPECIES","ACCEPTED","Plantae","2986130: Ribes sanguineum Pursh",152544729
"Ribes spicatum",2986129,"SPECIES","ACCEPTED","Plantae","2986129: Ribes spicatum E.Robson",NA
"Ricinus communis",5380041,"SPECIES","ACCEPTED","Plantae","5380041: Ricinus communis L.",152546429
"Ridolfia segetum",3640194,"SPECIES","ACCEPTED","Plantae","3640194: Ridolfia segetum (L.) Moris",152544556
"Robinia pseudoacacia",5352251,"SPECIES","ACCEPTED","Plantae","5352251: Robinia pseudoacacia L.",152545093
"Rodgersia aesculifolia",NA,NA,NA,NA,NA,152544685
"Rodgersia podophylla",3754587,"SPECIES","ACCEPTED","Plantae","3754587: Rodgersia podophylla A.Gray",152544686
"Roemeria hybrida",7315023,"SPECIES","ACCEPTED","Plantae","7315023: Roemeria hybrida (L.) DC.",152546387
"Rorippa austriaca",3053406,"SPECIES","ACCEPTED","Plantae","3053406: Rorippa austriaca (Crantz) Besser",152545444
"Rosa blanda",NA,NA,NA,NA,NA,152544877
"Rosa chinensis",3005039,"SPECIES","ACCEPTED","Plantae","3006932: Rosa semperflorens Curtis | 3005039: Rosa chinensis Jacq.",159748319
"Rosa glauca",3003709,"SPECIES","ACCEPTED","Plantae","3003709: Rosa glauca Pourr. | 8684350: Rosa ferruginea Vill.",152544881
"Rosa multiflora",7501634,"SPECIES","DOUBTFUL","Plantae","7501634: Rosa multiflora Murray",152544875
"Rosa nitida",3011247,"SPECIES","ACCEPTED","Plantae","3011247: Rosa nitida Willd.",152544878
"Rosa pendulina",3006974,"SPECIES","ACCEPTED","Plantae","3006974: Rosa pendulina L.",152544879
"Rosa rugosa",3003979,"SPECIES","ACCEPTED","Plantae","3003979: Rosa rugosa Thunb.",152544880
"Rosa virginiana",9382645,"SPECIES","ACCEPTED","Plantae","9382645: Rosa virginiana Herrm.",159748313
"Rostraria cristata",5289906,"SPECIES","ACCEPTED","Plantae","5289906: Rostraria cristata (L.) Tzvelev | 2705915: Koeleria cristata (L.) Bertol.",152546863
"Rubia tinctorum",2892272,"SPECIES","ACCEPTED","Plantae","2892272: Rubia tinctorum L.",NA
"Rubus armeniacus",2996525,"SPECIES","ACCEPTED","Plantae","2996525: Rubus armeniacus Focke",152544915
"Rubus cockburnianus",2994120,"SPECIES","ACCEPTED","Plantae","2994120: Rubus cockburnianus Hemsl.",152544921
"Rubus laciniatus",2992543,"SPECIES","ACCEPTED","Plantae","2992543: Rubus laciniatus Willd.",152544919
"Rubus odoratus",2994912,"SPECIES","ACCEPTED","Plantae","2994912: Rubus odoratus L.",152544916
"Rubus parviflorus",NA,NA,NA,NA,NA,152544920
"Rubus phoenicolasius",2995149,"SPECIES","ACCEPTED","Plantae","2995149: Rubus phoenicolasius Maxim.",152544917
"Rubus spectabilis",2993761,"SPECIES","ACCEPTED","Plantae","2993761: Rubus spectabilis Pursh",152544922
"Rubus tricolor",2989222,"SPECIES","ACCEPTED","Plantae","2989222: Rubus tricolor Focke",152544918
"Rudbeckia amplexicaulis",NA,NA,NA,NA,NA,152544178
"Rudbeckia fulgida",7344766,"SPECIES","ACCEPTED","Plantae","7344766: Rudbeckia fulgida Aiton",152544183
"Rudbeckia hirta",3114225,"SPECIES","ACCEPTED","Plantae","3114225: Rudbeckia hirta L.",152544185
"Rudbeckia laciniata",3114229,"SPECIES","ACCEPTED","Plantae","3114229: Rudbeckia laciniata L.",152544181
"Ruditapes philippinarum",4372686,"SPECIES","ACCEPTED","Animalia","4372686: Ruditapes philippinarum (A.Adams & Reeve, 1850)",159747938
"Rumex alpinus",2888948,"SPECIES","ACCEPTED","Plantae","2888948: Rumex alpinus L.",152546152
"Rumex brownei",NA,NA,NA,NA,NA,152546153
"Rumex bucephalophorus",2888993,"SPECIES","ACCEPTED","Plantae","2888993: Rumex bucephalophorus L.",NA
"Rumex confertus",2888943,"SPECIES","ACCEPTED","Plantae","2888943: Rumex confertus Willd.",NA
"Rumex confusus",NA,NA,NA,NA,NA,152546146
"Rumex crispus robustus",NA,NA,NA,NA,NA,152546142
"Rumex cristatus",2889010,"SPECIES","ACCEPTED","Plantae","2889010: Rumex cristatus DC.",152546158
"Rumex dentatus",2889038,"SPECIES","ACCEPTED","Plantae","2889038: Rumex dentatus L.",NA
"Rumex erubescens",NA,NA,NA,NA,NA,152546140
"Rumex kerneri",2889005,"SPECIES","ACCEPTED","Plantae","2889005: Rumex kerneri Borbás | 4034971: Rumex cristatus subsp. kerneri (Borbás) Akeroyd & D.A.Webb",152546157
"Rumex longifolius",2888946,"SPECIES","ACCEPTED","Plantae","2888946: Rumex longifolius DC.",152546151
"Rumex obovatus",2888987,"SPECIES","ACCEPTED","Plantae","2888987: Rumex obovatus Danser",152546154
"Rumex obtusifolius",7901010,"SUBSPECIES","ACCEPTED","Plantae","7901010: Rumex obtusifolius subsp. sylvestris (Lam.) Celak.",NA
"Rumex obtusifolius sylvestris",NA,NA,NA,NA,NA,152546138
"Rumex patientia",2889019,"SPECIES","ACCEPTED","Plantae","2889019: Rumex patientia L.",152546148
"Rumex pseudonatronatus",7911993,"SPECIES","ACCEPTED","Plantae","7911993: Rumex pseudonatronatus (Borbás) Borbás ex Murb.",152546137
"Rumex pulcher",7415922,"SUBSPECIES","ACCEPTED","Plantae","7415922: Rumex pulcher subsp. woodsii (De Not.) Arcang.",NA
"Rumex pulcher pulcher",NA,NA,NA,NA,NA,152546143
"Rumex pulcher woodsii",NA,NA,NA,NA,NA,152546136
"Rumex rugosus",2889037,"SPECIES","ACCEPTED","Plantae","2889037: Rumex rugosus Campd.",152546144
"Rumex salicifolius",NA,NA,NA,NA,NA,152546155
"Rumex stenophyllus",2889023,"SPECIES","ACCEPTED","Plantae","2889023: Rumex stenophyllus Ledeb.",152546149
"Rumex thyrsiflorus",6391417,"SPECIES","ACCEPTED","Plantae","6391417: Rumex thyrsiflorus Fingerh.",152546141
"Rumex ×erubescens",8242651,"SPECIES","ACCEPTED","Plantae","8242651: Rumex ×erubescens Simonk.",NA
"Rumohra adiantiformis",NA,NA,NA,NA,NA,152547220
"Rupicapra rupicapra",5220170,"SPECIES","ACCEPTED","Animalia","5220170: Rupicapra rupicapra (Linnaeus, 1758)",152543252
"Ruscus aculeatus",2769766,"SPECIES","ACCEPTED","Plantae","2769766: Ruscus aculeatus L.",152546705
"Ruta graveolens",3190382,"SPECIES","ACCEPTED","Plantae","3190382: Ruta graveolens L.",152543330
"Sagina japonica",3085389,"SPECIES","ACCEPTED","Plantae","3085389: Sagina japonica (Sw. ex Steud.) Ohwi",152546080
"Sagittaria latifolia",5328909,"SPECIES","ACCEPTED","Plantae","5328909: Sagittaria latifolia Willd.",152546560
"Saitis barbipes",NA,NA,NA,NA,NA,152544108
"Salamandra atra",2431781,"SPECIES","ACCEPTED","Animalia","2431781: Salamandra atra Laurenti, 1768",NA
"Salix acutifolia",7645931,"SPECIES","ACCEPTED","Plantae","7645931: Salix acutifolia Willd.",152546463
"Salix daphnoides",9153437,"SPECIES","ACCEPTED","Plantae","9153437: Salix daphnoides Vill.",152546462
"Salix eriocephala",5372614,"SPECIES","ACCEPTED","Plantae","5372614: Salix eriocephala Michx.",152546468
"Salix irrorata",5372827,"SPECIES","ACCEPTED","Plantae","5372827: Salix irrorata Andersson",152546465
"Salix myrsinifolia",5372875,"SPECIES","ACCEPTED","Plantae","5372875: Salix myrsinifolia Salisb. | 7955652: Salix incana Schleich. ex Ser. | 7880682: Salix undulata Schleich. ex Ser.",152546467
"Salix nigra",5372854,"SPECIES","ACCEPTED","Plantae","5372854: Salix nigra Marshall",152546466
"Salix pentandra",5372647,"SPECIES","ACCEPTED","Plantae","5372647: Salix pentandra L.",152546469
"Salix udensis",5582033,"SPECIES","ACCEPTED","Plantae","5582602: Salix sachalinensis F.Schmidt | 5582033: Salix udensis Trautv. & C.A.Mey.",152546464
"Salix ×sepulcralis",5373039,"VARIETY","ACCEPTED","Plantae","5582667: Salix ×chrysocoma Dode | 5373039: Salix ×sepulcralis var. chrysocoma (Dode) Meikle",NA
"Salpiglossis sinuata",NA,NA,NA,NA,NA,152544997
